lat lon wh tt qc back ws
-18.535887 150.79846 2.0455264041298316 8594.445851912771 1.631578947368421 10.807896 8.699474133943257
-18.496119 150.77997 3.3787623814174106 8604.361487272827 2.7142857142857144 10.0561905 11.394285656156994
-18.497444 150.77893 0.7421428589593797 8614.277131020408 1.4285714285714286 12.813809 3.707619076683408
-18.495045 150.77902 2.023900032043457 8624.192773243092 1.0 10.343 10.360498809814453
-18.497276 150.78337 1.6615715026855469 8634.108414781358 1.0 11.618095 6.040952410016741
-18.507113 150.78891 1.6919002532958984 8644.02406276082 1.0 11.205 7.3144989013671875
-18.51765 150.79074 1.560150146484375 8653.939716679324 1.0 11.128 7.5739997863769535
-18.496466 150.77835 1.7576000213623046 8663.855360206897 1.0 10.922999 8.292000579833985
-18.503918 150.77805 1.230950164794922 8673.771008870448 1.0 11.0155 7.96600112915039
-18.506216 150.7775 2.5443002700805666 8683.686656186706 1.15 10.500999 9.793999481201173
-18.482843 150.76775 1.9740001678466796 8693.602297191468 1.0 10.4765 9.881999206542968
-18.448658 150.75526 1.0829090638594194 8704.419355279691 1.0909090909090908 12.255454 5.469545190984553
-18.56784 150.80597 0.8808125257492065 8713.433602917843 1.8888888888888888 38.04667 1.0700000314151539
-18.498001 150.77904 0.6819048381987072 8723.349224959002 1.5714285714285714 14.956191 2.435238066173735
-18.506496 150.78343 0.6154000282287597 8733.264864940506 1.0 12.9705 3.5614997863769533
-18.50863 150.78568 1.1720909638838335 8743.180503833917 1.9 20.31 1.1469999313354493
-18.418447 150.75063 0.6395926298918547 8755.929164300744 1.8571428571428572 12.4278555 4.324285779680524
-18.577448 150.81223 1.3399063348770142 8769.209085989303 2.875 11.696562 5.923437118530273
-18.415846 150.73969 1.0735000769297283 8784.495669533057 1.5 11.377917 6.852083206176758
-18.569935 150.80016 2.041944291856554 8793.309616287297 1.3333333333333333 10.447778 10.030554877387154
-18.528212 150.78197 1.9982635096499795 8802.674385650818 2.8947368421052633 11.152106 7.666315179122122
-18.487066 150.76611 1.375277943081326 8812.590023690684 3.7 44.213 4.746666378445095
-18.505798 150.77617 0.8269048418317523 8822.505672941117 1.0 11.9076185 5.313809349423363
-18.503298 150.77563 2.5673999786376953 8832.421313603165 1.6 10.706 9.066999816894532
-18.508093 150.77638 1.5996500968933105 8842.336953540938 1.15 11.148001 7.523999786376953
-18.502735 150.77379 2.312200164794922 8852.252590051725 1.3 10.181999 10.940500640869141
-18.496502 150.77307 1.0964000701904297 8862.168226628051 1.6 12.325499 4.489999771118164
-18.413776 150.74399 1.2810400390625 8874.066971698683 1.6 11.2212 7.281199951171875
