lat lon wh tt qc
-13.983507 145.83406 2.0889999866485596 8586.981900860788 1
-13.933815 145.85324 2.0190000534057617 8586.981912615709 1
-13.884121 145.87242 1.912000060081482 8586.98192455154 1
-13.834424 145.89159 1.717000126838684 8586.98193630646 1
-13.784725 145.91074 1.808000087738037 8586.98194806138 1
-13.735023 145.92987 2.2860000133514404 8586.981959997094 1
-13.685319 145.949 2.2340002059936523 8586.981971752015 1
-13.635612 145.96812 2.003000020980835 8586.981983506936 1
-13.585903 145.98724 2.009999990463257 8586.981995261856 1
-13.04816 145.79437 3.0900001525878906 8591.477658510557 1
-13.097898 145.81339 3.308000087738037 8591.477670355933 1
-13.147632 145.8324 3.188000202178955 8591.477682201192 1
-13.197365 145.85143 3.123000144958496 8591.477693956112 1
-13.247095 145.87047 3.1740002632141113 8591.477705801488 1
-13.296823 145.88951 3.0860002040863037 8591.477717556409 1
-13.346548 145.90857 3.1560001373291016 8591.477729401784 1
-13.396271 145.92764 3.182000160217285 8591.47774124716 1
-13.445992 145.94672 3.136000156402588 8591.47775300208 1
-13.49571 145.9658 3.2710001468658447 8591.47776484734 1
-13.545426 145.98491 3.261000156402588 8591.47777660226 1
-13.972874 145.83609 1.852000117301941 8596.897552806768 1
-13.923183 145.85527 2.0320000648498535 8596.897564561688 1
-13.873489 145.87444 1.5740001201629639 8596.897576316609 1
-13.823793 145.8936 1.6780000925064087 8596.897588252323 1
-13.774095 145.91275 1.7050000429153442 8596.897600007243 1
-13.724394 145.93188 1.7540000677108765 8596.897611762164 1
-13.674691 145.95102 1.908000111579895 8596.897623517085 1
-13.624985 145.97014 1.9490001201629639 8596.897635452799 1
-13.575277 145.98924 1.8690000772476196 8596.89764720772 1
-13.030207 145.78604 1.8630000352859497 8601.393300419557 1
-13.079945 145.80505 1.942000150680542 8601.393312174478 1
-13.129682 145.82407 1.9530000686645508 8601.393324019853 1
-13.179416 145.8431 1.909000039100647 8601.393335774774 1
-13.229147 145.86214 1.6990001201629639 8601.393347620033 1
-13.278877 145.88118 1.755000114440918 8601.393359465408 1
-13.328604 145.90024 1.6530001163482666 8601.393371220329 1
-13.378328 145.9193 1.7200000286102295 8601.393383065704 1
-13.42805 145.93837 1.8660000562667847 8601.393394820625 1
-13.47777 145.95746 1.7620000839233398 8601.393406666 1
-13.527488 145.97655 1.8780001401901245 8601.393418420805 1
-13.577203 145.99565 1.7010000944137573 8601.39343026618 1
-13.968208 145.83598 1.8550001382827759 8606.813198423013 1
-13.918518 145.85516 1.5500000715255737 8606.813210177934 1
-13.868825 145.87433 1.6510000228881836 8606.813221932855 1
-13.81913 145.89348 1.5740001201629639 8606.813233868685 1
-13.769432 145.91263 1.6180000305175781 8606.813245623605 1
-13.719732 145.93176 1.6440000534057617 8606.813257378526 1
-13.67003 145.9509 1.7880001068115234 8606.81326931424 1
-13.620325 145.97002 1.7730001211166382 8606.81328106916 1
-13.570617 145.98912 1.7390000820159912 8606.813292824081 1
-13.014149 145.77856 1.3680000305175781 8611.308940429706 1
-13.06389 145.79756 1.6130000352859497 8611.308952275082 4
-13.113628 145.81657 1.2300000190734863 8611.30896412034 1
-13.163365 145.8356 1.4470000267028809 8611.308975875261 1
-13.213099 145.85463 1.2780001163482666 8611.308987720637 1
-13.26283 145.87367 1.4590001106262207 8611.308999475557 1
-13.31256 145.89273 1.433000087738037 8611.309011320933 1
-13.362287 145.91179 1.2640000581741333 8611.309023075853 1
-13.412011 145.93086 1.1720000505447388 8611.309034921112 1
-13.461733 145.94995 1.2190001010894775 8611.309046766488 1
-13.511453 145.96904 1.0140000581741333 8611.309058521409 1
-13.561171 145.98814 1.1800000667572021 8611.309070366784 1
-13.99412 145.82526 1.3870000839233398 8616.728835177957 1
-13.944432 145.84444 1.4900001287460327 8616.72884711367 1
-13.894741 145.8636 1.3620001077651978 8616.728858868591 1
-13.845048 145.88277 1.4180001020431519 8616.728870623512 1
-13.795352 145.90192 1.6530001163482666 8616.728882378433 1
-13.745654 145.92105 1.5260000228881836 8616.728894314263 1
-13.695953 145.94019 1.5160000324249268 8616.728906069184 1
-13.64625 145.9593 1.415000081062317 8616.728917824104 1
-13.596544 145.97842 1.4410001039505005 8616.728929759818 1
-13.546836 145.99753 1.4720001220703125 8616.728941514739 1
-13.041081 145.78886 3.505000114440918 8621.224589798483 1
-13.090822 145.80788 3.3340001106262207 8621.22460159869 1
-13.140562 145.8269 3.2980000972747803 8621.22461339878 1
-13.190299 145.84593 3.4120001792907715 8621.224625198985 1
-13.240033 145.86496 3.380000114440918 8621.224636999075 1
-13.289766 145.88402 3.3930001258850098 8621.22464884445 1
-13.339496 145.90308 3.3680002689361572 8621.22466064454 1
-13.389223 145.92213 3.328000068664551 8621.22467244463 1
-13.438949 145.94121 3.2790000438690186 8621.224684244837 1
-13.488672 145.9603 3.1750001907348633 8621.224696044927 1
-13.538392 145.97939 3.3010001182556152 8621.224707845016 1
-13.58811 145.99849 3.2180001735687256 8621.224719645223 1
-13.97266 145.83542 2.259999990463257 8626.644482241012 1
-13.922971 145.8546 2.8010001182556152 8626.644494176842 1
-13.873279 145.87376 2.5830001831054688 8626.644505931763 1
-13.823585 145.89291 2.4210000038146973 8626.644517686684 1
-13.773888 145.91206 2.2090001106262207 8626.644529622397 1
-13.724189 145.9312 2.490000009536743 8626.644541377318 1
-13.674488 145.95032 2.7190001010894775 8626.644553132239 1
-13.624784 145.96944 2.5970001220703125 8626.64456488716 1
-13.575078 145.98854 2.629000186920166 8626.644576822873 1
-13.024609 145.78476 3.057000160217285 8631.140227480326 1
-13.074353 145.80377 3.3430001735687256 8631.140239280416 1
-13.124095 145.82278 3.0500001907348633 8631.140251103207 1
-13.173834 145.84181 3.011000156402588 8631.140262903296 1
-13.223571 145.86084 2.9860000610351562 8631.140274703386 1
-13.273306 145.87988 3.3510000705718994 8631.140286526177 1
-13.323038 145.89894 3.1080000400543213 8631.140298326267 1
-13.372768 145.918 3.1000001430511475 8631.140310126357 1
-13.422495 145.93707 3.074000120162964 8631.140321949148 1
-13.47222 145.95616 3.1070001125335693 8631.140333749237 1
-13.521943 145.97525 3.132000207901001 8631.140345549444 1
-13.571663 145.99435 3.2150001525878906 8631.140357349534 1
-13.990821 145.83205 3.1750001907348633 8636.560117730056 1
-13.941134 145.85123 3.187000036239624 8636.560129484977 1
-13.891443 145.87039 3.4620001316070557 8636.560141239897 1
-13.84175 145.88956 3.2950000762939453 8636.560153175611 1
-13.792055 145.9087 3.2350001335144043 8636.560164930532 1
-13.742358 145.92784 3.2100000381469727 8636.560176685452 1
-13.692658 145.94698 3.4820001125335693 8636.560188621283 1
-13.642955 145.9661 3.6010000705718994 8636.560200376203 1
-13.59325 145.9852 3.0990002155303955 8636.560212131124 1
-13.040388 145.79337 2.695000171661377 8641.05587264453 1
-13.090131 145.81238 2.5860002040863037 8641.05588444462 1
-13.139872 145.83139 2.882000207901001 8641.055896256003 4
-13.189611 145.85043 2.5430002212524414 8641.055908067501 1
-13.239347 145.86946 2.5460000038146973 8641.055919867591 1
-13.289081 145.88852 2.759000062942505 8641.05593167909 1
-13.338813 145.90756 2.5860002040863037 8641.055943490472 1
-13.388542 145.92664 2.6710002422332764 8641.055955290562 1
-13.438269 145.94571 2.5450000762939453 8641.05596710206 1
-13.487994 145.9648 2.2840001583099365 8641.055978913442 4
-13.537716 145.98389 2.5530002117156982 8641.055990713648 1
-13.972102 145.83893 2.074000120162964 8646.475770489778 1
-13.922413 145.85811 2.2090001106262207 8646.475782244699 1
-13.872723 145.87727 2.2870001792907715 8646.475794089958 1
-13.82303 145.89644 2.055999994277954 8646.475805844879 1
-13.773334 145.91559 1.9540001153945923 8646.475817690254 1
-13.723636 145.93472 2.0930001735687256 8646.475829445175 1
-13.673936 145.95384 2.241000175476074 8646.47584129055 1
-13.624233 145.97296 2.31600022315979 8646.47585313581 1
-13.574527 145.99208 2.371000051498413 8646.47586489073 1
-13.000111 145.77597 1.3750001192092896 8650.97151529952 1
-13.049855 145.79497 1.4180001020431519 8650.97152705444 1
-13.099597 145.81398 1.468000054359436 8650.971538809361 1
-13.149337 145.83301 1.3960000276565552 8650.971550564282 1
-13.199074 145.85204 1.3420000076293945 8650.971562499995 1
-13.24881 145.87108 1.40500009059906 8650.971574254916 1
-13.298542 145.89014 1.5530000925064087 8650.971586009837 1
-13.348273 145.9092 1.2980000972747803 8650.97159794555 1
-13.398001 145.92827 1.40500009059906 8650.971609700471 1
-13.447727 145.94734 1.3390001058578491 8650.971621455392 1
-13.49745 145.96643 1.3550000190734863 8650.971633210313 1
-13.547171 145.98553 0.9540000557899475 8650.971645146143 4
-13.990357 145.82884 1.8170000314712524 8656.391416648636 1
-13.94067 145.84802 1.6710001230239868 8656.391428493895 1
-13.89098 145.8672 1.6200001239776611 8656.391440248815 1
-13.841288 145.88637 1.7080000638961792 8656.39145209419 1
-13.791594 145.90552 1.821000099182129 8656.391463849111 1
-13.741897 145.92465 1.9660000801086426 8656.391475694487 1
-13.692197 145.94379 1.7620000839233398 8656.391487539746 1
-13.642496 145.96292 1.790000081062317 8656.391499294667 4
-13.592791 145.98203 1.6400001049041748 8656.391511140042 4
-13.037759 145.78781 1.9540001153945923 8660.887173755793 1
-13.0875 145.80682 1.8680000305175781 8660.887185510714 1
-13.13724 145.82584 1.818000078201294 8660.887197265634 1
-13.186976 145.84488 1.7360000610351562 8660.887209020555 1
-13.236711 145.86392 1.9600000381469727 8660.887220956269 1
-13.286443 145.88297 1.7200000286102295 8660.88723271119 1
-13.336173 145.90202 1.5350000858306885 8660.88724446611 1
-13.3859 145.9211 1.7990001440048218 8660.88725640194 1
-13.435625 145.94019 1.7070001363754272 8660.887268156861 1
-13.485348 145.95927 1.6790001392364502 8660.887279911782 1
-13.535068 145.97836 1.7070001363754272 8660.887291666702 1
-13.584786 145.99748 1.8280000686645508 8660.887303602416 1
-13.957291 145.8369 1.434000015258789 8666.307072753902 1
-13.907602 145.85608 1.5450000762939453 8666.307084508822 1
-13.857911 145.87524 1.2630000114440918 8666.307096354198 1
-13.808217 145.89441 1.3070000410079956 8666.307108199457 1
-13.75852 145.91356 1.502000093460083 8666.307119954377 1
-13.708822 145.9327 1.6820000410079956 8666.307131799753 1
-13.65912 145.95181 1.2370001077651978 8666.307143554674 1
-13.609417 145.97093 1.3580000400543213 8666.307155400049 1
-13.559711 145.99005 1.5740001201629639 8666.30716715497 1
-13.046115 145.7876 2.3960001468658447 8670.802823350648 1
-13.095855 145.80661 2.505000114440918 8670.80283510557 1
-13.145593 145.82564 2.501000165939331 8670.80284686049 1
-13.195328 145.84467 2.623000144958496 8670.80285861541 1
-13.245061 145.86371 2.56000018119812 8670.80287055124 1
-13.294792 145.88277 2.571000099182129 8670.802882306161 1
-13.34452 145.90182 2.390000104904175 8670.802894061082 1
-13.394246 145.9209 2.320000171661377 8670.802905996796 1
