lat lon wh tt qc
-17.982388 147.08296 1.7380000352859497 8589.9478369141 1
-17.932932 147.10309 1.7980000972747803 8589.94784866902 1
-17.88347 147.1232 1.6150001287460327 8589.947860423941 1
-17.834007 147.1433 1.5670000314712524 8589.947872359655 1
-17.78454 147.16339 2.0270001888275146 8589.947884114576 1
-17.735071 147.18346 1.840000033378601 8589.947895869496 1
-17.685596 147.20352 1.7750000953674316 8589.94790780521 1
-17.63612 147.22357 1.746000051498413 8589.94791956013 1
-17.586641 147.2436 1.8480000495910645 8589.947931315051 1
-17.537157 147.26363 1.8470001220703125 8589.947943250882 1
-17.48767 147.28363 1.874000072479248 8589.947955005802 1
-17.43818 147.30363 1.8450000286102295 8589.947966760723 1
-17.388687 147.32361 1.9570001363754272 8589.947978515644 1
-17.339191 147.34358 1.9570001363754272 8589.947990451357 1
-17.289694 147.36354 2.0510001182556152 8589.948002206278 1
-17.24019 147.38348 1.9290001392364502 8589.948013961199 1
-17.190683 147.40341 2.0920000076293945 8589.948025897029 1
-17.141176 147.42332 2.1690001487731934 8589.94803765195 1
-17.091663 147.44324 2.125 8589.94804940687 1
-17.042149 147.46312 2.198000192642212 8589.948061161791 1
-17.018972 147.34805 1.9920001029968262 8591.478603153955 1
-17.068493 147.36795 2.072000026702881 8591.478614908876 1
-17.11801 147.38785 1.75600004196167 8591.478626754251 1
-17.167522 147.40776 1.7510000467300415 8591.47863859951 1
-17.217031 147.42769 1.8840000629425049 8591.478650354431 1
-17.266539 147.44762 1.6160000562667847 8591.478662199806 1
-17.316044 147.46758 1.7320001125335693 8591.478673954727 1
-17.365543 147.48753 1.6950000524520874 8591.478685800103 1
-17.415041 147.5075 1.78600013256073 8591.478697555023 1
-17.464535 147.5275 1.628000020980835 8591.478709400282 1
-17.514025 147.5475 1.7740000486373901 8591.478721245658 1
-17.563513 147.56752 1.8550001382827759 8591.478733000578 1
-17.612997 147.58755 1.8640000820159912 8591.478744845954 1
-17.662477 147.60759 1.8440001010894775 8591.478756600874 1
-17.711956 147.62764 1.8860000371932983 8591.478768446133 1
-17.76143 147.64772 1.7610000371932983 8591.478780291509 1
-17.810902 147.6678 1.6360000371932983 8591.47879204643 1
-17.86037 147.6879 1.5970001220703125 8591.478803891805 1
-17.909834 147.70801 1.6510000228881836 8591.478815646726 1
-17.959295 147.72812 1.4760000705718994 8591.478827491985 1
-17.966944 147.08775 1.0810000896453857 8599.863487594062 1
-17.917486 147.10788 1.1500000953674316 8599.863499529776 1
-17.868029 147.12798 1.2000000476837158 8599.863511284697 1
-17.818565 147.14809 1.2040001153945923 8599.863523039618 1
-17.769098 147.16817 0.937000036239624 8599.863534975448 1
-17.71963 147.18823 1.0420000553131104 8599.863546730368 1
-17.670156 147.20828 1.1160000562667847 8599.86355848529 1
-17.62068 147.22833 0.9830000400543213 8599.86357024021 1
-17.571201 147.24837 1.2260000705718994 8599.863582175924 1
-17.521717 147.26837 0.9900000691413879 8599.863593930844 1
-17.472233 147.28838 1.2610000371932983 8599.863605685765 1
-17.422743 147.30836 1.0380001068115234 8599.863617621479 1
-17.373251 147.32835 1.3340001106262207 8599.8636293764 1
-17.323755 147.34831 0.6990000605583191 8599.86364113132 4
-17.274256 147.36827 1.1890000104904175 8599.86365288624 1
-17.224754 147.3882 1.2450000047683716 8599.86366482207 1
-17.17525 147.40813 1.0180000066757202 8599.863676576992 1
-17.12574 147.42804 1.2280000448226929 8599.863688331912 1
-17.07623 147.44794 1.1350001096725464 8599.863700267626 1
-17.026714 147.46783 1.2760000228881836 8599.863712022547 1
-17.001154 147.3395 1.0980000495910645 8601.3942449725 1
-17.050674 147.35938 0.7770000100135803 8601.394256817875 1
-17.100193 147.37927 1.1290000677108765 8601.394268572796 1
-17.149708 147.39919 0.8910000324249268 8601.394280418172 1
-17.199219 147.41911 1.1850000619888306 8601.394292172976 1
-17.248728 147.43904 1.128000020980835 8601.394304018351 1
-17.298235 147.45898 1.0090000629425049 8601.394315773272 1
-17.347736 147.47894 1.1010000705718994 8601.394327618647 1
-17.397236 147.49892 0.9480000734329224 8601.394339464023 1
-17.446732 147.5189 0.9610000252723694 8601.394351218943 1
-17.496223 147.53891 0.6360000371932983 8601.394363064202 1
-17.545713 147.55891 1.0250000953674316 8601.394374819123 1
-17.5952 147.57895 1.218000054359436 8601.394386664499 1
-17.644682 147.59898 0.8830000162124634 8601.394398509874 1
-17.69416 147.61903 1.0390000343322754 8601.394410264795 1
-17.743637 147.6391 0.4410000145435333 8601.394422110054 4
-17.79311 147.65918 0.9750000238418579 8601.394433864974 1
-17.84258 147.67928 0.9170000553131104 8601.39444571035 1
-17.892046 147.69937 0.42500001192092896 8601.39445746527 4
-17.94151 147.7195 0.9250000715255737 8601.394469310646 1
-17.990969 147.73962 0.9440000653266907 8601.394481155905 1
-17.986744 147.07883 1.8410000801086426 8609.7791270616 1
-17.937288 147.09895 1.7420001029968262 8609.77913881652 1
-17.887833 147.11906 2.057000160217285 8609.77915075235 1
-17.838371 147.13918 2.065999984741211 8609.779162507271 1
-17.788906 147.15926 2.114000082015991 8609.779174262192 1
-17.739439 147.17932 2.127000093460083 8609.779186197906 1
-17.689968 147.19939 2.259000062942505 8609.779197952827 1
-17.640495 147.21944 2.1530001163482666 8609.779209707747 1
-17.591017 147.23947 2.118000030517578 8609.779221643461 1
-17.541536 147.25949 2.140000104904175 8609.779233398382 1
-17.492052 147.2795 2.0840001106262207 8609.779245153302 1
-17.442566 147.29948 2.128000020980835 8609.779256908223 1
-17.393076 147.31947 2.2080001831054688 8609.779268844053 1
-17.343582 147.33943 2.13100004196167 8609.779280598974 1
-17.294085 147.35939 1.7970000505447388 8609.779292353895 1
-17.244587 147.37933 1.784000039100647 8609.779304289608 1
-17.195084 147.39926 1.7430000305175781 8609.779316044529 1
-17.145576 147.41917 1.8020000457763672 8609.77932779945 1
-17.096067 147.43909 1.5700000524520874 8609.77933955437 1
-17.046555 147.45897 1.5740001201629639 8609.7793514902 1
-17.034817 147.3516 0.445000022649765 8611.309896828025 1
-17.084335 147.37148 0.28600001335144043 8611.309908673284 4
-17.133854 147.39139 0.6010000109672546 8611.309920428204 1
-17.183369 147.4113 0.40700000524520874 8611.30993227358 1
-17.23288 147.43123 0.5460000038146973 8611.309944118955 1
-17.282389 147.45117 0.9430000185966492 8611.309955873876 1
-17.331892 147.47113 0.8490000367164612 8611.309967719135 1
-17.381393 147.4911 1.2320001125335693 8611.309979474056 1
-17.430893 147.51108 0.956000030040741 8611.309991319431 1
-17.480389 147.53108 1.0320000648498535 8611.310003164806 1
-17.52988 147.55109 0.937000036239624 8611.310014919727 1
-17.579369 147.5711 0.9730000495910645 8611.310026765103 1
-17.628855 147.59114 0.9640000462532043 8611.310038520023 1
-17.678335 147.61119 0.8570000529289246 8611.310050365282 1
-17.727816 147.63124 0.7230000495910645 8611.310062120203 4
-17.77729 147.65132 0.6780000329017639 8611.310073965578 4
-17.826763 147.6714 0.6180000305175781 8611.310085810954 1
-17.876232 147.69151 0.7350000143051147 8611.310097565874 1
-17.925697 147.71162 0.703000009059906 8611.310109411133 1
-17.97516 147.73175 0.7550000548362732 8611.310121166054 1
-17.958689 147.09077 1.38100004196167 8619.694776475662 1
-17.909233 147.11089 1.2740000486373901 8619.694788411492 1
-17.859774 147.131 1.50600004196167 8619.694800166413 1
-17.81031 147.1511 1.5490000247955322 8619.694811921334 1
-17.760845 147.17116 1.6180000305175781 8619.694823676255 1
-17.711376 147.19122 1.4510000944137573 8619.694835611968 1
-17.661903 147.21127 1.4250000715255737 8619.694847366889 1
-17.612429 147.23131 1.415000081062317 8619.69485912181 1
-17.562948 147.25134 1.5410001277923584 8619.694871057523 1
-17.513468 147.27135 1.534000039100647 8619.694882812444 1
-17.463982 147.29135 1.4900001287460327 8619.694894567365 1
-17.414492 147.31133 1.7940000295639038 8619.694906322286 1
-17.365002 147.3313 1.8850001096725464 8619.694918258116 1
-17.315504 147.35126 1.686000108718872 8619.694930013036 1
-17.266006 147.3712 1.683000087738037 8619.694941767957 1
-17.216505 147.39114 1.846000075340271 8619.69495370367 1
-17.167002 147.41106 1.6980000734329224 8619.694965458591 1
-17.117493 147.43097 1.8750001192092896 8619.694977213512 1
-17.067982 147.45085 1.6320000886917114 8619.694989149342 1
-17.018469 147.47073 1.725000023841858 8619.695000904263 1
-17.012264 147.3424 1.9130001068115234 8621.225534351543 1
-17.061789 147.3623 2.055999994277954 8621.225546196802 1
-17.11131 147.3822 1.6940001249313354 8621.225557997008 1
-17.160828 147.4021 1.8930001258850098 8621.225569797098 1
-17.210342 147.42203 1.937000036239624 8621.225581597188 1
-17.259853 147.44197 1.9540001153945923 8621.225593397394 1
-17.309362 147.46191 1.8790000677108765 8621.225605197484 1
-17.358868 147.48187 1.8930001258850098 8621.225617042859 1
-17.40837 147.50185 1.6980000734329224 8621.225628842949 1
-17.457869 147.52184 1.7010000944137573 8621.225640643039 1
-17.507364 147.54184 1.7390000820159912 8621.225652443245 1
-17.556856 147.56186 1.7420001029968262 8621.225664243335 1
-17.606344 147.58188 1.7740000486373901 8621.225676043425 1
-17.65583 147.60191 1.8670001029968262 8621.2256878888 1
-17.705313 147.62198 1.8960001468658447 8621.22569968889 1
-17.754791 147.64204 1.8580000400543213 8621.225711489096 1
-17.804268 147.66212 1.6700000762939453 8621.225723289186 1
-17.85374 147.68222 1.5110000371932983 8621.225735089392 1
-17.90321 147.70232 1.6470000743865967 8621.225746889482 1
-17.952675 147.72244 1.6010000705718994 8621.225758689572 1
-17.966984 147.0899 1.1680001020431519 8629.610415943316 1
-17.917528 147.11003 1.221000075340271 8629.610427698237 1
-17.86807 147.13013 1.3600000143051147 8629.610439453158 1
-17.818607 147.15022 1.4210001230239868 8629.610451388871 1
-17.769142 147.1703 1.3530000448226929 8629.610463143792 1
-17.719673 147.19037 1.4690001010894775 8629.610474898713 1
-17.6702 147.21042 1.4850000143051147 8629.610486653633 1
-17.620726 147.23045 1.531000018119812 8629.610498589464 1
-17.571247 147.25047 1.3570001125335693 8629.610510344384 1
-17.521767 147.2705 1.3890000581741333 8629.610522099305 1
-17.47228 147.29048 1.4170000553131104 8629.610534035019 1
-17.422792 147.31047 1.6190000772476196 8629.61054578994 1
-17.3733 147.33044 1.4880000352859497 8629.61055754486 1
-17.323807 147.3504 1.4260001182556152 8629.610569480574 1
-17.274307 147.37035 1.5150001049041748 8629.610581235494 1
-17.224808 147.39029 1.53000009059906 8629.610592990415 1
-17.175303 147.4102 1.559000015258789 8629.610604745336 1
-17.125795 147.43011 1.5740001201629639 8629.610616681166 1
-17.076284 147.45001 1.5950000286102295 8629.610628436087 1
-17.026772 147.4699 1.7280000448226929 8629.610640191007 1
-17.04551 147.35785 2.681000232696533 8631.141183878528 1
-17.095034 147.37775 2.6710002422332764 8631.141195678734 1
-17.144554 147.39766 2.4560000896453857 8631.141207478824 1
-17.19407 147.41757 2.5370001792907715 8631.141219301615 1
-17.243586 147.4375 2.4800000190734863 8631.141231101705 1
-17.293097 147.45744 2.5990002155303955 8631.141242901795 1
-17.342604 147.4774 2.4680001735687256 8631.141254724585 1
-17.392109 147.49738 2.4690001010894775 8631.141266524675 1
-17.44161 147.51736 2.378000020980835 8631.141278324882 1
-17.491108 147.53735 2.4020001888275146 8631.141290147556 1
-17.540604 147.55736 2.2380001544952393 8631.141301947646 1
-17.590094 147.57738 2.3580000400543213 8631.141313747852 1
-17.639582 147.59741 2.514000177383423 8631.141325570527 1
-17.689068 147.61746 2.4030001163482666 8631.141337370733 1
-17.738548 147.63753 2.309000015258789 8631.141349170823 1
-17.788029 147.65761 2.376000165939331 8631.141360993613 1
-17.837503 147.67769 2.367000102996826 8631.141372793703 1
-17.886974 147.6978 2.325000047683716 8631.141384593793 1
-17.936443 147.71791 2.320000171661377 8631.141396416584 1
-17.985909 147.73804 2.199000120162964 8631.141408216674 1
