lat lon wh tt qc back ws
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
  0.0    0.0
